org,classification,source,Dataset_ids,Occurrences,WeightedOccurrences
"National Academy of Sciences of Ukraine, O. O. Kovalevsky Institute of Biology of the Southern Seas",public,oceanexpert_id,"['365fde5d-61cc-4e0b-b6bd-8ab80c0b034f', 'b908eedb-3845-4819-a754-f06997cd935e', '65a3cb9d-2889-400b-a2cd-c0232f87fb91', 'ef5c8ced-4ab9-4f5b-8e42-d1c6604223fa', '9c30c528-b4aa-4b3c-b7c2-ff0566ff12ee', '78f97784-2904-4e60-8aed-defe1e6b4b24', 'd9c113a6-44b7-429c-920d-3ee162670c14', '79ed68b6-68b6-45a9-be4e-459c848a8dfc', 'c998748f-0dd0-4c5f-bb7d-1663ce3dacad', '26866583-f350-4d53-8fc0-c3eabb886aa5', '1ce93cac-77b6-43d8-ab05-5d0bac2fcd71', '7df14e0f-ba9f-468e-a239-0d2032c0676d', 'd2bb9157-f532-41bf-a22a-7286fc1d9865', 'c2df871a-533b-4b9f-8068-76f1ffa439ae', '2d29f788-fd96-44cd-92c8-ed59dd1947f2', '9e287b46-3a0d-44b9-8bde-3cbd5c6410ef', '280ba323-9960-45e4-a902-c4ceb9357664', 'd9beb060-107c-477a-8807-d1c4ec04aee3', '114f54a3-feb2-4b1b-acdf-998588743a06', '01e33461-4719-4e9b-8b3f-8162a04707b0', 'a9d8640e-c943-4e24-96e0-28639c2b87ac', 'bc258313-a035-4e4e-b034-8eb7383b89e2', 'c634ccb4-2c2b-4e9a-a1c3-556977ec2bb5', 'd4c39034-1737-4833-b5c8-71de96d06f84', 'd0d3ccce-e385-4e37-912a-a12133c7b9af', '98ff481f-419e-4ba7-b64a-08641acbb7d7', '781886f1-2d10-4752-9b04-24a22d6205ff', '96ecb20b-c71f-45f6-9679-b00633662aa8', '086b3f21-f424-42bc-9dd4-5a9fc18f802f', '1f7f1e21-e96c-4ede-bdd6-0b5e79959eeb', '4fbae3cc-5d1b-4b54-933f-258e8cba69f8', '3382a517-aab5-4c5f-a3b3-c2b793cb5f94', '34776b3e-9a42-450e-8a25-42a050bcbb3e', '6959c7ad-efa9-4138-8111-d62fea26812e', 'a4acb9be-50da-4837-a71d-020888dd03e4', 'dd836bf9-cdfd-4f0a-a356-1e4620c21e0d', '7ba1e4b7-774f-4d48-bc7e-fabbcbd648bc', 'bf7273ec-d77d-459e-8418-9621d57966e3', 'e0d62e51-9cd3-4f53-adb3-fd850e4cf978', '4fa60baf-1e04-420f-a958-a3cf63893380', '3ce6a98d-9cfa-4157-862f-6244c59e89b9', 'e3a77f70-7147-4a94-a067-98b3fb9b36fc', 'fcb93dda-56d4-43a9-b4e4-314bdd7215fc', 'cb4f80b8-ac98-4b22-a4bd-584e20c9de63', '9e65f306-4762-4f71-98e9-695a2abaebcb', '075d4b29-0111-4452-8e27-ef6ad719d1e1', '09a4cd14-6faa-4a64-9892-59f9b1ad17e0', 'a73554ec-814e-46e2-bd09-e1fd0224431b', '4f1bd082-01de-43af-9faa-510eb483bdc0', '5db35580-0f57-48c4-b4c0-4fd82bd9cf31', 'ea0c1889-1f80-4d1d-80d7-ebec664e972a', '0bf88234-3f7f-4744-8663-40e647b950f8', 'cce3d3c0-b9fc-4d03-b528-12e75ba4df87', '1ed6515b-6587-448b-8987-1646acbb4641', 'ecd5bbe8-8302-40d1-b32b-581fb8a7d971', 'ea2e6813-2342-4791-8931-527a6d79de28', '7b5fd03c-4e34-45d0-9e6e-600ea003beaf', '500c9a4a-30c7-4b85-82f8-ce89b8c27512', '38aea86e-6cfc-4fe0-b385-dc5bd6192014', '88a6a211-96af-4615-9e9c-2c21824b4f18', 'daeb7864-98e9-4441-95e5-c5544995acc6', 'af8f2254-138c-4e46-b0ef-79394ce2095f', '4cf03bc4-0784-4990-bbc8-c25f9e214cb5', '343468ea-7e09-4bca-acaf-4d23036a2015', '3ce2516b-df69-4fb0-981f-ce2ba0ffeb14', 'be839944-11d7-40d9-85af-8f7dd2032e20', '125a4c4f-eb01-4c13-b8e6-07aea9af8480', 'ea962cd8-a6a5-4c1e-a2d2-5de6fcc5fbc8', 'a51cf5a2-1b8d-45ec-92ac-250836e80b63', '35e76423-1101-4e96-880b-b10d39997e8c', '1dca5f31-812a-491e-abb4-7b2ac1d1fa24']",265701,0.0
Institute of Meteorology and Water Management; Maritime Branch,public,baseline,"['e8c2a9de-09d9-4301-a5f6-9af5eaa1ed12', '35388ea8-2f75-4a9b-9e7d-6bec69dbd72d', '11ca6599-6a0c-4de2-9790-b37853dbd7b3', 'c21f2063-3856-4003-859b-f44c270c9fc7', 'f5825142-2c9f-49d8-8c78-18bd318ec279']",45296,0.0
NA,public,rag,"['76c7fa0a-b609-401b-8883-95ccbc1dc84e', '00d94f3f-4f3b-49ca-bb5f-29a7500515df', '9dfdd2c1-4ad8-4d54-9d46-8046c75a9f84', '5e30b591-d94b-4d98-ae84-4dc6c93541f1', '6ea5869c-cb2f-495e-a99b-d100f1779109']",420,0.0
University of Southern California,public,baseline,['c9aaa0e9-8f6c-4553-a014-a857baba0680'],11724,0.0
"Universidad de Buenos Aires — Instituto de Ecologia, Genetica y Evolucion de Buenos Aires",public,oceanexpert_id,['2859e656-7354-4b96-bbe4-08719aede5c4'],10587,0.0
GHD,private,manual,"['3a35a9ed-7a23-46f6-bbe5-71c6890c3466', '89a0b418-4ac3-495f-8657-ee3c0d1765f3']",15,4.999999999999998
Aristotle University of Thessaloniki; Department of Biology,public,baseline,['d684d4e8-5cc9-4669-a117-d8c7d5e1654a'],283,0.0
University of Hull; Maritime Historical Studies Centre,public,baseline,['54f17a84-34e4-4364-b819-857eccc5f44d'],2739,0.0
Universidad El Rosario,public,baseline,['a121d740-8e25-40f0-a06c-3e5d0fbac6c3'],3499,0.0
Escuela Superior Politecnica del Litoral,public,rag,"['6a9d5186-7b9c-4017-9aa6-8ae2f1743d71', '9cb92452-386b-4a1c-9006-e9ce535cb886']",1311,0.0
Universidade Federal de São Paulo,public,baseline,['77404928-d0b2-4920-b317-0bff90df585d'],240,0.0
Aqua y terra,private,rag,['5f6740b4-817c-402e-a0d9-758e6a8b7ff6'],1576,1182.0
"National Research Council of Italy, Water Research Institute (CNR-IRSA)",public,baseline,['88a47778-0926-4dd3-918c-4def981f6022'],965,0.0
Kintama Research Services Ltd,private,baseline,"['0291d647-fea2-4c10-a84f-149649e6f79c', '93a9fa98-cb0a-4668-b643-459771f002ae', 'dc24594c-5542-46e9-a7b9-add2f3b00f4e', '205f1a46-6e59-488e-a674-92c02cffb67c']",158269,37139.0
POD Federaal Wetenschapsbeleid,public,oceanexpert_id,"['4b615c83-2350-47e7-ad7f-7c4759d3baf9', '9ee1b0a5-7bda-4a4a-bbaf-f9542d5c7ce9', 'd7d2f70c-d8fb-4113-abdd-cce1753760ad', '1d198847-58cf-4350-9d2c-8c8f611083c4', '29dbebfe-bf43-4167-ab9b-48bcd546edc9', '812dc3ff-645a-465e-81db-b99a5a882237', 'bf57b87d-08f0-4a70-a541-bb328fe762d3', '22fcfe7e-1923-4928-9a06-2aa2326227e8', 'beee292b-d8b5-43b5-a836-906b92486908', '1d9a302f-7f63-428e-a27d-e2fdb6c7fd16', 'fd0ff54b-a4cf-4074-b736-7dc849cc27f8', '5f39885a-4f4f-4e9d-b70f-764ae24375f6', '3c2cc0a4-15fd-4541-8183-ac4efef8e43e']",39410,0.0
Ministry of Fisheries and Marine Resources Development (MFMRD),private,manual,['2d9b870a-e46a-43c8-872e-c77ca1c1c8a3'],5360,2680.0
"Universität Hamburg, Biozentrum Grindel und Zoologisches Museum",public,oceanexpert_id,['6856003b-1899-4a92-be6d-7a8052af5691'],641,0.0
University College Cork,public,oceanexpert_id,['1ef5da48-0a21-4c3c-b795-e46116551761'],12388,0.0
unknown,outlier,manual,['769196c0-8392-4a39-9eb0-29df05c01041'],24,0.0
African Marine Mammal Conservation Organisation,public,manual,['d512eed4-463b-4f61-95ea-015a95beda29'],1274,0.0
Corporación Autónoma Regional de Nariño - CORPONARIÑO,public,manual,['5a056af1-c159-4f0f-a851-4c6b00590b05'],1119,0.0
Universidad de Concepción ,public,baseline,"['1dcf7423-605a-4e1e-ae02-cc7bc419d18d', '7694fdc5-fd4e-4106-ad20-edc046cc8618']",568,0.0
Scottish Natural Heritage - Headquarters,public,rag,['ebe7ffad-b134-40d3-b3df-21b675c4bcb1'],91716,0.0
British Oceanographic Data Centre,public,oceanexpert_id,['f7d8aa43-cdfe-4be2-82a6-88ee33c5c60c'],122011,0.0
Forschungsinstitut Senckenberg,public,baseline,['68e2bb5f-bb60-402d-b25f-7d5829cc9d2e'],424,0.0
Florida International University,public,baseline,"['6a74cd8c-19c7-42dd-88c5-b0906b02455f', 'dbb57c74-c34c-4502-b1d0-15324a7fabc4', '1c41a036-2395-4364-8eac-e080e8ff67a5', '742a38a4-c2d0-451f-9c46-fc22b00f7f9c', '01222525-5c04-4735-8eaa-d31533a48c4f', '8e3cd1db-c8ce-44b1-bb26-8c06421304ca', 'b1d6e504-32df-424c-92d6-a7f3495b0dae']",1134,0.0
"Oceanites, Inc.",private,baseline,['d613e932-1d8e-4fc1-b596-95d3f980ebdb'],4075,1018.75
"Roskilde University – Department of Environmental, Social and Spatial Change",public,oceanexpert_id,"['dbb0d702-c985-4b7f-806c-d8e4244d8834', '08bcd088-6573-4778-ba35-b01b89f21fe9']",1359,0.0
The University of Alicante,public,baseline,['baa2fd15-8103-4153-acaa-268bd41e5462'],710,0.0
Greenpeace Nordic,public,manual,['541c7d7b-ea2b-4bbb-a989-75904babfea9'],179,35.800000000000004
Polish Academy of Sciences – Institute of Oceanology – Departement of Marine Ecology,public,oceanexpert_id,['c49997fd-7f9d-404d-af03-96c36b8dea9a'],497,0.0
Federal University of São Paulo (IMar/UNIFESP),public,baseline,['8398818c-ec7e-4539-a6e3-59e2146fcb09'],42629,0.0
"National Research Council Canada, Halifax",public,oceanexpert_id,"['866600af-b319-42ad-821b-d813a2629088', '74312b5c-a38f-4e72-a8a7-d938dbcd23e4', '42d73fa5-352d-46f0-9b3d-b95a8649934d']",3652,0.0
National University of Patagonia San Juan Bosco,public,baseline,['d986fa83-e0b5-428f-a6b3-eee0b58f9a05'],42,0.0
"Division of Marine Biology and Fisheries, Rosenstiel School of Marine and Atmospheric Science, University of Miami",public,baseline,['4783a3be-5bc4-4894-8db0-f846af09d8d8'],53,0.0
 INES environmental solutions UG,private,rag,['380fe998-3ac8-46b1-add1-ec518e043d63'],103,12.875
The Norwegian Institute of Nature Research,public,baseline,['6687194e-fa1a-4769-9064-cf345016a115'],12,0.0
Government of Canada Department of Fisheries and Oceans (DFO),public,baseline,"['ca3abe4d-379e-4d65-a90f-8c5514491972', 'b2fe1445-9bb8-4849-962b-0696d0e3e29f', '0e37b028-5871-4a2e-baa1-334aea843147']",35171,0.0
"National Oceanography Centre, Southampton",public,oceanexpert_id,"['58cf9319-a36d-4acd-b750-d70b52fbf0fa', '4bbc55dd-08bb-407b-871b-defa88bb580f', '15917085-000f-4411-a4cf-ad932458e9f8', '64fa6da6-bf42-413d-8d09-9500c71001a9', 'ffef9afd-c910-4b35-94f0-c0c7a725362e', 'dc3da0d4-8bad-4b14-8122-2c83780fa314', '4f44256b-319b-4ed3-9561-f200a076007b', 'c1a50b7f-7097-4964-bb41-0fe1e5f582af', '252853f3-7f25-4ba6-ad89-29bdde3d484f', '9894e4fa-b960-4ad0-817c-6b7a922d5fa7', '050c1b71-e6e3-4986-a21e-31662b80eefd', '18693a3f-7b0b-4e49-8f3d-9d8dbe38cefe', '273f8cab-9272-400a-b0e9-10c7e2dc635b', '5d9d0d20-d3a6-4b0c-aa75-eebe97175b25', 'd90fb582-5656-484c-8e1d-e9677384f8ab', '471a8de8-80f8-43f9-9443-88a45712feba', '49bbc435-2bff-432c-8dd4-b2e7b514ada3', '055a97b8-3a3a-4f68-8bbe-f9dab0646d32', 'e40ceb92-0698-4154-83b7-ea763c61a6cb', '2e9e9830-d7cf-43f3-ba38-12ac06a7c0ba', '20f08cfa-97d1-406b-8723-50075ee006c4', '5d632542-ccd1-4dc0-b84a-22885c0601ee']",249321,0.0
"Rosenstiel School of Marine & Atmospheric Science, University of Miami",public,oceanexpert_id,"['2f6a4224-c273-4cad-bd53-db81f1fbd251', '415fc669-4d0a-4b31-8658-bd16c8f08293', '208bbf73-5dac-4d20-a017-5fc7d18a5b48', 'c91bedb0-5fa7-4d3d-80c4-fd4a3bbafdc0', '8abea506-c7b5-4b8b-a309-74022cf7c4ee', 'a3e4bd6a-d99a-4eaf-9aef-d197929bf66b', '5072e436-41af-4029-bcb4-d2282bb60d81', '0b42117b-0522-44a9-baea-253fff0771a8', '8f4a1a8f-d7d1-4566-95f3-babcf1bbd8d9', 'a03764a6-2035-4dac-9def-0136df8936de', '0c61d911-3b74-4ba0-97b5-eebf411843d6', 'a96e881a-df75-499f-9057-7a2b85604351', '1ab6f729-8cc8-4400-8a3a-080a08f42d3d', 'cda0da6a-9a18-4ed9-9077-ed4ad461d9f3', '505417d2-d322-4074-b52f-a45cdd35c399', 'b4ac3d44-b4bf-49ef-a6e9-e2c02adff2fa', '3e5c1939-d9a7-4f0d-bcb9-eda015f02da4', '46b1957a-3c6a-4314-b9a0-5de9d1f9ae77', '543a4476-6145-4f38-a84b-e8fe7a281bed', '72f57b21-edca-48c8-a55e-b4fce78ac746', '49743994-7d38-41ed-a91f-0674bbb182c7', 'a2c09762-23d3-4322-a910-52bf8a1aa092', '7238ea93-4e76-463a-82c7-e063157e05a7', '693f6686-3f0b-4f81-8f27-1ae44c17c33e', '33f39020-dfb7-4d45-bee3-9e3910792d9d', 'd50e0443-4d84-4bd9-a5ad-4d417a7607e2', '47edd06e-212a-4677-9abb-6384a0cac20a', 'e191604f-fe12-424a-9bc7-98100d969515']",1343266,0.0
Wildlife Conservation Society - India Program,public,manual,['1d8163c2-52e2-4c35-ba5e-f2887d21783e'],127,0.0
Stony Brook University,public,baseline,"['b4be83a5-101d-4a82-80dd-b8a39c8026f2', 'd613e932-1d8e-4fc1-b596-95d3f980ebdb']",8683,2554.7499999999995
"Unidad Multidisciplinaria de Docencia e Investigación, UMDI-Sisal",public,oceanexpert_id,"['5acccdb9-8230-4ec7-bea0-5bf3b0ce9d70', '0cac7f33-1664-42c9-ac79-ae6abd51fff6', 'd0daddcc-dcb0-4a1d-8a87-3c85c23ab797', '136d1588-128c-4e5f-a0a8-bac1094703fc', 'a77de2cc-0e3f-485b-8c87-eb0545423957', 'dda57641-6187-46a1-9e9b-d682a8bc3dee']",10944,0.0
Brema Laboratory,public,oceanexpert_id,"['db99b405-1b51-432b-86b6-cc77465d08c5', 'f38e309b-60c0-4f79-8e6e-68dd7cef52b7', '3382a517-aab5-4c5f-a3b3-c2b793cb5f94']",2774,0.0
Aquarium de Paris,private,oceanexpert_id,['96f4a5d3-3e3a-4ccb-8343-b1db99074b1f'],663,110.49999999999997
OBX Center for Dolphin Research,public,baseline,[],0,0.0
SAD-DEMAG,public,manual,['4e5770dc-0fdf-495e-8b0d-92f76b13b660'],23,0.0
Department of Conservation and Land Management,public,rag,['87fe249b-e0a2-4e0c-b642-fe5cd1cb78da'],914,304.6666666666666
Antarctic Biodiversity Portal,public,oceanexpert_id,[],0,0.0
Centre for Marine Applied Research,public,baseline,['e0f45753-759a-4bc2-ab24-26dba4376707'],643807,0.0
"Department of Biological Sciences, Auburn University",public,baseline,['16fbf0e3-a1bf-4541-8b04-bd354678f276'],59,0.0
ARTOO Marine Biology Consultants,private,oceanexpert_id,['f1e773cb-e896-45b0-8a1e-faded8facb33'],67,22.33333333333333
Interoceanmetal Joint Organization,public,oceanexpert_id,"['73741f8a-713e-45c0-a6ba-1be9fa50770f', '5c0e6a1c-adce-40ca-88c5-f1dfb1e650f9', '6c444d85-e355-46a9-939f-6b2dc6ac9def', '15efe174-2943-4915-b36e-7af39c873951', '93176681-2727-44f2-9b7b-85aab5ce7912']",783,0.0
Queensland Museum,public,baseline,"['5b235cbe-37fb-400a-bd59-d03aad7c8fc4', '168f4ed7-0d77-43cb-a6af-e689bb5dedae', '5df2790c-bb76-4009-a36a-c3483cd8248d', 'c518278c-5c55-45ce-93c2-a3074a53d32d', 'b695804a-2c12-4b7f-ba1b-4c2d2f6adb4c', 'a1beaeb4-b27c-4b26-9783-2861984d8e4a', 'c9199fb8-fd9d-4137-a3bb-63a127977c67', 'e06daf5d-9e6b-44e1-a6a7-cc91a3ee1f3b', 'd5224b8a-822e-48c0-bf0a-77821452ff0a', '63cb90c7-6607-46b6-8472-d6d7b14a95a5', '8439a1e0-4aff-414e-bc43-83e4aa9db08e']",154122,0.0
Universidad Autónoma de Baja California Sur,public,baseline,"['03b90531-6754-4719-a3ba-612f8cfc5818', 'f44a71c1-7392-4b32-a45c-18f0c97d8e50']",1034,0.0
Janet Casey,outlier,manual,"['926a4586-de33-424a-b2b2-cdc9e7c108c0', '4ec2c3e5-b836-4d57-9f53-1364bf985d01', '556edf76-3ef9-49fc-af91-bbcfe5f0da8f', '878eeaa7-0f16-4a4f-ad06-4c5533c2d470', '04b9b456-af23-43e7-8125-20a13df77c48', '76187bd3-740d-4000-b466-b9793e5d7cbb', '1a502495-ab12-4570-9ade-3579c5111ead', '71523a77-bf9f-4b04-b1b4-a246dbe2717c', 'e1a0a99c-71bf-4e59-908b-ceb442d9efbf', '01e6c76e-cdd1-4da3-b3e1-861ea4bad3ed']",70162,0.0
University of Antioquia,public,baseline,['81fb1b7f-edae-4e71-ac26-a3604a296eeb'],146,0.0
NOVA Southern University,public,baseline,['01222525-5c04-4735-8eaa-d31533a48c4f'],106,0.0
Sea Sense,private,rag,"['10865a7d-dad6-4f97-bcfc-5ba338927251', 'fba3763c-6382-4a72-8f61-cb6b292bfb34']",720,357.1666666666667
Lesley Sutty,public,manual,['2ccb0088-8686-428a-a220-903c3ede820f'],173,11.533333333333333
University of Porto; Centre for Marine and Environmental Research,public,baseline,"['245bc74a-efa3-4bcd-ae87-a8d1ba1f666d', '9d9de482-bf84-4590-9022-d546dc21798c']",9546,0.0
Wildlife Rescue and Conservation Association (ARCAS),public,manual,['723f3873-b6f4-45b3-9916-6248a898e28e'],24,0.0
University of Colorado Museum of Natural History,public,baseline,['60ce413e-2d58-4d64-a057-7eed1b201250'],1303,0.0
"Senckenberg am Meer German Centre for Marine Biodiversity Research (DZMB), Germany",public,baseline,['34c50cbc-55f7-48aa-9974-45e973f74cff'],1054,0.0
National Marine Aquarium,public,baseline,['9afeee64-62f3-44b9-a2fb-794b2afcf50a'],2066,0.0
INVEMAR,public,manual,[],0,0.0
Senckenberg Gesellschaft für Naturforschung,public,oceanexpert_id,"['5924af46-df64-40ca-a2e6-14df429290e6', '00f47c38-6233-4d6c-bd93-67a771ab6224', 'cfe87ba0-c6d2-4408-9378-1dca60cc6194', '602bfc11-b931-4cdd-92a4-983205839adb', '05c894e2-f4d3-41eb-b85a-0235e457c815', 'fa7a9686-809f-4e58-896c-ecd3f0ab2971', '3799aaf8-5d1a-4f27-aa68-89e08e2bc9f7', '0ab8e00e-6513-4ba9-ad63-2ce1c249d2a3', 'ad2b32e8-2494-40fc-bfcd-4850cc7a1f0d', 'd251cb06-8be1-4463-a97e-574b5eca43b0', '4caa7639-9c5e-4c63-9266-5f83b416ad9e', '79766e2f-1256-4ba0-a3e5-f1b6ce348acd', '766a82c0-8ce1-41ce-81f6-5e1154f5a25f', '97bdf279-6f78-4ed7-ad9d-27a5886f8ff2', '2ff91d0d-099d-49f0-b5e1-6458a7bea12e', '779da843-9e8f-41e9-bae3-e8c2ba582530', '7b11befe-f1ed-4e9e-a359-696210766a2d', 'e0ce9f82-687e-4cbf-95d0-d27d1054bfe9', '34c50cbc-55f7-48aa-9974-45e973f74cff', '53fd028c-473a-4efb-9fd4-d34489ba6e29', '7bd0e1a6-dc41-4e1e-abe7-0eec0dd92317', 'e41b934e-93fd-4c1d-8957-a4e9defeb2c4', '3425145f-8016-403a-abca-9cb33a29108e']",47350,0.0
Department of Fisheries and Oceans - St. Andrews Biological Station,public,manual,"['4be779b1-f63b-4046-83ee-991d454f1ca5', '5ace09b6-2033-4227-8772-4382f6ecf103', '984751f2-5444-4e41-b978-825840fe6768', '6b51a9ea-acc0-4e18-b0bf-4db7631fb32e', '663f28be-5f58-41e8-99f4-6f83ae2f8d13']",14687,0.0
Proyecto Aegina,public,manual,"['4ac1f142-5de0-4b8f-86b1-717cd96dcd6b', '5fa93408-14e2-4c94-ab39-8c87ffb07c71', '9e64f9c8-5865-4c40-be79-04648ce913f7', '4e9b4bde-eb73-4178-a64e-1da89ed4229d', '90ad4805-d15e-4b8d-af32-e25301ffbecc']",473,0.0
Natural Environment Research Council; British Antarctic Survey (BAS),public,baseline,['528fe00d-8ca0-4c32-b6b2-fe72b05d9a6e'],53176,0.0
NOAA National Centers for Environmental Information,public,baseline,"['7a4427f6-67ee-4cc1-b95f-3045523420a1', '5e3015f8-a398-46b5-adb1-518a8247aeb9']",66741,0.0
University of Southern Maine,public,oceanexpert_id,"['00e52886-2755-4ac3-888b-d2fcc496a6ea', '3038acd7-24ef-424e-9a6a-851e3fdafcdd']",8143,0.0
Province des Iles Loyauté - Direction de l’Economie Intégrée (DEI),public,rag,"['79d8f8fd-171d-4c98-9170-39dcf9f4a178', '3c11c3ad-c79d-438e-b792-0569b425e9d9']",10661,0.0
University of New Brunswick Saint John Campus - Department of Biology,public,baseline,['108c84f3-ea9f-47cd-82c1-6b89ea9b292c'],5602,0.0
Canadian Federal Government; Environment and Climate Change Canada,public,baseline,['2a9b0eb5-8000-44e9-b985-be11c228e343'],5191,0.0
AZTI Foundation,private,manual,['0e6462e3-28fd-4a90-85e2-34718c6d795a'],734,122.3333333333333
Nathalie Ward,outlier,manual,['2ccb0088-8686-428a-a220-903c3ede820f'],173,11.533333333333333
Universidad Nacional Autonoma de Mexico,public,baseline,['5700fdc3-956f-4e33-903b-e66ba38d980c'],598,0.0
Naturalis Biodiversity Center; Expert Center For Taxonomic Identification - BioInformatics,public,rag,['386ac1f4-922d-4991-ada2-0ce50dfd3ba7'],35886,0.0
CSIRO National Collections and Marine Infrastructure Data Centre,public,oceanexpert_id,[],0,0.0
Consejo Superior de Investigaciones Científicas; Institute of Marine Sciences,public,baseline,"['bef38a3a-fc41-4be1-82fa-9aa75ad08b81', '7a067da3-9c42-4805-a32f-f72a3b880eab', '46389886-a09c-4cc4-bd5b-76ada2157a52', '5bf31864-f4f6-4986-a2c5-1a0e5e9d9e26', '276b09b1-0e57-4128-a8b1-c15998da3081', '270f3e70-ff9b-411d-b170-2bc914d83f26', 'baa2fd15-8103-4153-acaa-268bd41e5462', 'ba239315-1d4f-47aa-a398-5293782012fc', '750650f1-5f72-46d8-a65d-996ee2268fec']",385801,456.20833333333326
Northern Territory Department of Land Resource Management,public,rag,['81052564-3563-4036-9031-872cb056e936'],80039,0.0
University of Miami (UM),public,baseline,"['5702d4da-3041-4601-94f7-7a2e3c6e722c', 'bcd1a4f5-c99b-404d-b01a-47e8a5d80e2b']",164994,0.0
